x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
0.0,33.64567,616.7284,317.35433,60,0.18817252,Pizza,268.0,10.36,12.28,29.02,2.2
58.078197,0.0,565.9218,265.5562,63,0.15315846,Pumpkin,161.34171202119737,2.732638996481212,6.535449434006678,24.230977888399767,1.3580049088528279
6.6949425,56.590923,617.30505,294.409077,65,0.17896333,Salad,91.0,6.824999999999999,0.0,13.649999999999999,9.1
13.5423765,0.0,610.4576235,292.58853,72,0.44787505,Sushi,36.0,0.0,0.0,7.199999999999999,0.0
