x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
0.0,38.640556,247.57187,141.35944,4,0.19237578,Asparagus,86.84402294300071,2.7159960240130365,6.492981153141762,5.719020035664922,1.880690251004669
3.686823,0.0,266.31317,141.17209,11,0.27846476,Broccoli,34.0,2.82,0.37,6.64,2.6
23.733585,29.237057,246.266415,150.76294,61,0.2638254,Pomegranate,83.0,1.67,1.17,18.7,4.0
0.0,23.212368,255.0134,156.78763,67,0.19036257,Sandwich,212.35521235521236,9.652509652509652,10.424710424710424,20.077220077220076,1.1583011583011582
