x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
0.0,0.0,226.70244,170.28078,46,0.4693413,Grapefruit,33.0,0.69,0.1,8.41,1.1
13.482364,0.0,261.517636,149.0682,60,0.60690904,Pizza,268.0,10.36,12.28,29.02,2.2
