x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
301.90982,0.0,3253.0984,674.25836,19,0.16051628,Cookie,,,,,
316.63602,0.0,3223.7585,680.57043,24,0.50671536,Hot dog,305.0,11.53,27.64,1.72,0.0
332.83768,617.60425,3419.16232,1492.3957500000001,36,0.5181849,Cheese,406.0,24.04,33.82,1.33,0.0
0.0,1269.516,1560.5902,840.4839999999999,72,0.444777,Sushi,36.0,0.0,0.0,7.199999999999999,0.0
