x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
25.074347,5.1229773,233.925653,188.8770227,2,0.36267024,Apple,52.0,0.26,0.17,13.81,2.4
16.747143,15.7611265,116.94734,106.0726,19,0.5126779,Cookie,,,,,
17.381598,17.280872,114.48327,102.05156,36,0.3675862,Cheese,406.0,24.04,33.82,1.33,0.0
44.277504,15.532935999999998,214.722496,178.467064,36,0.16746576,Cheese,406.0,24.04,33.82,1.33,0.0
17.577335,15.828105,114.7518,105.40471,53,0.2135623,Milk,61.0,3.15,3.25,4.8,0.0
