x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
47.59429,67.0058,612.4057,427.9942,10,0.32411045,Bread,267.0,10.72,3.24,48.68,4.0
113.169174,121.86277,546.8308,373.13723,19,0.18400204,Cookie,,,,,
47.59429,67.0058,612.4057,427.9942,26,0.15846236,Muffin,296.0,6.9,11.4,41.4,2.7
0.0,51.015083,613.7869,443.984917,28,0.25342262,Pancake,,,,,
0.0,124.08644,606.58044,370.91356,60,0.7188792,Pizza,268.0,10.36,12.28,29.02,2.2
