names,calories,protein,fat,carbs,fiber
Candy,480.0,4.2,30.0,63.9,5.9
Popcorn,500.0,9.0,28.1,58.1,10.0
Waffle,0.0,0.0,0.0,0.0,0.0
Honeycomb,309.00842485073713,0.5233050907122636,2.3933589838741396,74.9405868809707,0.3300841887891185
