names,calories,protein,fat,carbs,fiber
Pizza,268.0,10.36,12.28,29.02,2.2
Pumpkin,161.34171202119737,2.732638996481212,6.535449434006678,24.230977888399767,1.3580049088528279
Salad,91.0,6.824999999999999,0.0,13.649999999999999,9.1
Sushi,36.0,0.0,0.0,7.199999999999999,0.0
