names,calories,protein,fat,carbs,fiber
Asparagus,86.84402294300071,2.7159960240130365,6.492981153141762,5.719020035664922,1.880690251004669
Broccoli,34.0,2.82,0.37,6.64,2.6
Cabbage,53.90784981334918,2.7816371160290205,2.572663687640974,5.6010908071695145,1.4899065141597163
Guacamole,121.6008930104757,1.7573690537523614,10.181782586295725,8.746812639532886,5.267834449596427
Muffin,296.0,6.9,11.4,41.4,2.7
Popcorn,500.0,9.0,28.1,58.1,10.0
Pomegranate,83.0,1.67,1.17,18.7,4.0
