names,calories,protein,fat,carbs,fiber
Bread,267.0,10.72,3.24,48.68,4.0
Broccoli,34.0,2.82,0.37,6.64,2.6
Candy,480.0,4.2,30.0,63.9,5.9
Guacamole,121.6008930104757,1.7573690537523614,10.181782586295725,8.746812639532886,5.267834449596427
Popcorn,500.0,9.0,28.1,58.1,10.0
Strawberry,32.0,0.67,0.3,7.68,2.0
Pizza,268.0,10.36,12.28,29.02,2.2
