names,calories,protein,fat,carbs,fiber
Asparagus,86.84402294300071,2.7159960240130365,6.492981153141762,5.719020035664922,1.880690251004669
Broccoli,34.0,2.82,0.37,6.64,2.6
Pomegranate,83.0,1.67,1.17,18.7,4.0
Sandwich,212.35521235521236,9.652509652509652,10.424710424710424,20.077220077220076,1.1583011583011582
